date,open,high,low,close,volume,average,barCount,bb_bbm,bb_bbh,bb_bbl,VWAP,RSI,STsupp,STres,LTsupp,LTres,GLD,UVXY,SQQQ,CVX,RIO,NUE,LWAY,TSN,NTR,ADM,HYG,SRLN,EWH,GBTC,USO,DIA,QQQ,IWM,IEF,FXB,FXE
2021-06-16 08:30:00,424.5,424.52,424.2,424.23,8842.1,424.319,5614,424.372,425.033,423.711,416.8675,51.146,424.1,424.41,422.82,425.46,174.13,30.09,51.25,110.42,85.76,100.9,5.27,75.5,62.54,64.33,87.55,46.19,26.75,32.0,49.37,343.21,342.17,230.41,115.35,136.06,113.31
2021-06-16 09:00:00,424.24,424.34,423.26,423.52,18941.24,423.759,11850,424.3615,425.0681,423.6549,416.8752,41.8611,423.25,423.54,422.82,425.46,174.13,30.83,51.55,110.09,85.48,100.04,5.27,75.31,62.21,64.23,87.53,46.18,26.72,32.12,49.17,342.71,341.37,229.24,115.33,136.06,113.28
2021-06-16 09:30:00,423.52,423.65,423.23,423.51,15018.57,423.424,9223,424.2725,424.936,423.609,416.8813,41.7461,423.25,423.54,422.82,425.46,174.07,30.66,51.3,109.84,85.62,100.2,5.3898,75.02,62.21,64.13,87.54,46.18,26.71,31.92,49.0,342.46,341.96,228.98,115.34,136.01,113.26
2021-06-16 10:00:00,423.52,423.62,423.0,423.11,16311.96,423.326,8999,424.1935,425.0001,423.3869,416.8875,37.3304,423.02,423.12,422.82,425.46,174.1,30.94,51.3,109.55,85.31,99.76,5.28,74.93,62.21,64.1,87.55,46.18,26.71,31.92,48.93,341.86,341.94,228.47,115.34,136.0,113.26
2021-06-16 10:30:00,423.1,423.48,422.6,423.14,23491.98,423.127,14200,424.132,425.0546,423.2094,416.8965,37.8612,423.12,423.16,422.82,425.46,174.36,30.97,51.35,109.95,85.7,100.08,5.33,74.91,62.18,64.11,87.55,46.18,26.73,32.16,48.9,341.87,341.91,229.24,115.33,135.99,113.26
2021-06-16 11:00:00,423.13,423.13,419.92,421.55,137860.79,421.28,91306,424.007,425.4633,422.5507,416.9354,25.5215,421.41,422.02,420.76,421.97,172.24,31.6,52.35,109.64,84.95,100.23,5.27,74.68,62.01,64.11,87.4,46.19,26.63,31.4,48.93,340.51,339.66,229.23,114.78,135.48,112.64
2021-06-16 11:30:00,421.55,421.89,419.94,421.66,84770.12,420.885,55190,423.8835,425.6607,422.1063,416.9596,27.2871,421.41,422.02,420.76,421.97,171.81,31.57,52.35,109.88,84.73,99.67,5.25,74.84,61.77,64.1,87.4,46.16,26.58,31.64,48.83,340.79,339.56,228.91,114.54,135.11,112.41
2021-06-16 12:00:00,421.67,423.59,421.41,422.93,68125.77,422.776,41454,423.8335,425.6583,422.0087,416.984,43.8407,422.92,422.98,422.82,425.46,172.17,30.98,51.55,110.17,84.91,99.91,5.25,74.73,62.03,64.16,87.44,46.18,26.69,31.93,48.9,341.43,341.43,229.96,114.58,135.19,112.36
2021-06-16 12:30:00,422.93,423.58,421.93,422.13,100431.14,422.583,54541,423.7195,425.6667,421.7723,417.0149,37.9758,422.02,422.14,421.97,422.72,171.09,31.89,51.8,109.67,84.7,99.95,5.28,74.64,61.78,63.99,87.42,46.17,26.59,32.05,48.75,340.73,340.96,229.91,114.47,135.04,112.24
2021-06-17 06:30:00,421.67,422.9,421.6,421.84,62080.22,422.171,33921,423.6005,425.6961,421.5049,417.0327,36.091,421.41,422.02,420.76,421.97,166.95,31.03,51.25,108.92,82.88,97.47,5.2199,74.14,60.19,62.81,87.42,46.19,26.67,32.25,48.77,339.57,342.16,229.24,114.71,134.52,111.56
2021-06-17 07:00:00,421.84,422.29,421.1,422.0,46493.07,421.71,25511,423.495,425.6876,421.3024,417.0464,37.9216,421.41,422.02,421.97,422.72,166.65,30.73,50.45,108.3,82.83,95.93,5.16,73.98,59.68,61.97,87.47,46.19,26.63,32.255,48.78,339.03,343.76,228.32,114.73,134.55,111.52
2021-06-17 07:30:00,422.02,422.94,421.7,421.89,36014.18,422.431,20542,423.357,425.5885,421.1255,417.0567,37.1341,421.41,422.02,420.76,421.97,166.52,30.75,50.4,108.1,83.16,95.4,5.17,74.23,59.61,61.97,87.45,46.19,26.62,32.485,48.63,338.88,344.04,228.3,114.82,134.63,111.65
2021-06-17 08:00:00,421.88,422.12,421.27,422.05,32219.37,421.735,17716,423.2285,425.4502,421.0068,417.0662,39.1148,422.02,422.14,421.97,422.72,165.87,30.44,49.7,107.24,82.97,95.1,5.21,74.17,59.37,61.61,87.42,46.19,26.61,32.62,48.18,338.58,345.45,227.74,114.81,134.41,111.47
2021-06-17 08:30:00,422.06,422.62,421.17,421.28,31345.16,422.077,16600,423.0545,425.314,420.795,417.074,33.6243,421.25,421.37,420.76,421.97,166.27,30.89,49.95,106.37,82.63,93.88,5.21,74.03,59.22,61.27,87.43,46.19,26.59,32.53,47.74,337.96,344.99,226.13,115.0,134.33,111.33
2021-06-17 09:00:00,421.29,421.42,419.39,419.66,47565.2,420.423,27836,422.8155,425.4227,420.2083,417.0812,25.5109,419.61,419.68,415.79,420.76,165.82,32.41,50.6,105.74,82.57,93.99,5.17,73.75,59.11,61.02,87.4,46.19,26.57,32.2,47.42,336.86,343.37,224.8,115.2,134.19,111.21
2021-06-17 09:30:00,419.66,421.12,419.32,421.12,39088.0,420.335,23028,422.647,425.2351,420.0589,417.0905,39.6455,421.1,421.19,420.76,421.97,165.75,31.16,50.35,106.88,82.84,94.97,5.1523,73.86,59.4,61.55,87.44,46.17,26.6,32.18,47.74,338.11,344.13,225.99,115.1,134.19,111.23
2021-06-17 10:00:00,421.12,422.26,421.07,422.25,30272.5,421.818,17435,422.544,425.0207,420.0673,417.0997,47.8876,422.14,422.31,421.97,422.72,166.12,30.57,49.7,107.3,83.16,94.79,5.15,73.94,59.43,61.69,87.45,46.18,26.62,31.5865,47.83,338.96,345.53,226.85,115.03,134.16,111.37
2021-06-17 10:30:00,422.25,422.62,421.93,422.19,28138.24,422.316,15379,422.439,424.7853,420.0927,417.108,47.5166,422.14,422.31,421.97,422.72,166.5,31.05,49.65,107.32,83.06,94.82,5.1799,73.86,59.38,61.61,87.47,46.18,26.62,31.49,47.92,338.79,345.62,227.0,115.13,134.24,111.41
2021-06-17 11:00:00,422.18,422.36,421.86,422.22,23651.14,422.133,13974,422.339,424.5391,420.1389,417.1151,47.7346,422.14,422.31,421.97,422.72,166.69,30.86,49.5,107.5,83.11,94.95,5.1799,73.89,59.23,61.73,87.46,46.18,26.61,31.42,48.13,338.63,345.89,226.81,115.11,134.24,111.45
2021-06-17 11:30:00,422.24,422.27,421.64,421.81,21822.02,421.918,12521,422.2045,424.1768,420.2322,417.1211,44.9838,421.41,422.02,420.76,421.97,166.45,31.11,49.65,106.88,82.93,94.63,5.115,73.83,59.36,61.78,87.44,46.18,26.61,31.5,48.14,338.34,345.52,226.81,114.97,134.4,111.38
2021-06-17 12:00:00,421.81,422.74,421.58,422.59,29526.65,422.352,16298,422.1225,423.8753,420.3697,417.1305,50.7934,422.31,422.62,421.97,422.72,166.48,30.72,49.4,106.98,83.1,95.06,5.1,73.76,59.33,61.79,87.47,46.17,26.62,31.49,48.16,339.1,346.06,227.14,114.92,134.3,111.37
2021-06-17 12:30:00,422.58,423.02,421.82,421.97,88027.39,422.514,41225,422.045,423.6767,420.4133,417.1552,46.5827,421.41,422.02,421.97,422.72,165.87,31.63,49.8,107.07,83.0,95.25,5.11,73.88,59.21,61.95,87.49,46.17,26.61,31.26,48.04,338.65,345.34,227.27,114.9,134.28,111.28
2021-06-18 06:30:00,417.08,417.83,416.28,417.23,108118.79,417.099,58920,421.731,424.2757,419.1863,417.1556,27.686,416.44,417.27,415.79,420.76,165.99,33.43,50.3,105.15,82.58,94.92,5.1,72.9,58.79,61.12,87.39,46.14,26.73,30.62,48.43,334.35,343.96,224.53,114.89,133.49,110.93
2021-06-18 07:00:00,417.22,417.46,416.11,416.66,63801.54,416.738,38350,421.4085,424.6982,418.1188,417.1538,26.3041,416.44,417.27,415.79,420.76,166.02,33.54,50.25,104.66,82.05,93.97,5.1122,72.34,58.47,60.74,87.39,46.13,26.72,30.195,48.58,333.65,344.19,223.54,115.25,133.42,110.86
2021-06-18 07:30:00,416.66,417.21,415.85,416.19,48634.4,416.511,30556,421.061,424.9579,417.1641,417.1511,25.1878,416.14,416.25,415.79,420.76,166.44,34.17,50.55,104.52,82.21,93.58,5.1919,72.32,58.46,60.79,87.4,46.15,26.73,30.21,48.52,333.06,343.47,223.74,115.36,133.14,110.82
2021-06-18 08:00:00,416.19,416.55,415.61,415.66,50683.98,416.033,28425,420.7665,425.308,416.225,417.1468,23.9532,415.66,415.79,414.7,415.79,166.25,34.79,51.2,104.79,81.69,93.62,5.1919,72.55,58.2,61.01,87.36,46.14,26.75,30.14,48.49,333.44,341.96,223.02,115.37,133.14,110.82
2021-06-18 08:30:00,415.65,416.9,415.58,416.77,32899.42,416.471,19000,420.522,425.3615,415.6825,417.1461,31.5232,416.44,417.27,415.79,420.76,166.09,33.59,50.85,104.8,81.73,93.96,5.1713,72.73,58.64,61.3,87.39,46.13,26.77,30.19,48.56,334.27,342.88,224.49,115.34,133.22,110.99
2021-06-18 09:00:00,416.75,417.26,416.41,417.26,18443.55,416.962,10659,420.2385,425.1444,415.3326,417.1462,34.6172,416.44,417.27,415.79,420.76,166.09,33.32,50.4,104.82,81.64,93.51,5.24,72.64,58.52,61.17,87.41,46.13,26.78,30.43,48.34,334.27,343.78,224.44,115.38,133.21,111.06
2021-06-18 09:30:00,417.25,417.27,416.31,416.72,21304.0,416.751,11621,419.968,425.0213,414.9147,417.1457,32.8554,416.44,417.27,415.79,420.76,165.89,34.4,50.5,104.54,81.58,92.84,5.24,72.41,58.39,60.97,87.41,46.13,26.76,30.65,48.31,333.87,343.62,223.12,115.37,133.3,111.02
2021-06-18 10:00:00,416.71,417.24,416.46,416.48,21442.39,416.879,12219,419.7,424.8943,414.5057,417.1449,32.074,416.44,417.27,415.79,420.76,165.61,34.55,50.6,104.34,81.48,93.34,5.2,72.5,58.6,60.87,87.39,46.12,26.77,30.48,48.31,333.84,343.35,222.81,115.37,133.37,111.07
2021-06-18 10:30:00,416.49,416.96,416.06,416.64,20352.34,416.567,11940,419.432,424.6768,414.1872,417.1443,33.2143,416.44,417.27,415.79,420.76,165.99,34.46,50.55,104.43,81.58,93.51,5.2,72.6,58.56,60.88,87.41,46.09,26.77,30.43,48.41,333.96,343.5,222.71,115.48,133.33,111.06
2021-06-18 11:00:00,416.63,417.13,416.37,416.8,18867.72,416.789,11677,419.1775,424.4145,413.9405,417.144,34.4002,416.44,417.27,415.79,420.76,165.86,34.47,50.5,104.55,81.73,93.73,5.1578,72.74,58.54,60.97,87.44,46.12,26.77,30.24,48.4,334.17,343.49,222.7,115.42,133.38,110.99
2021-06-18 11:30:00,416.8,416.88,415.72,415.87,28945.71,416.198,16569,418.8685,424.1204,413.6166,417.1419,30.959,415.79,416.14,415.79,420.76,165.76,35.38,50.95,103.89,81.34,93.22,5.16,72.85,58.23,60.61,87.41,46.12,26.73,29.66,48.38,333.64,342.56,221.38,115.44,133.33,111.03
2021-06-18 12:00:00,415.87,416.94,415.6,416.55,47678.06,416.248,28284,418.632,423.8541,413.4099,417.1403,36.0003,416.44,417.27,415.79,420.76,165.89,35.05,50.55,103.82,81.38,93.02,5.14,72.9,58.08,60.68,87.42,46.11,26.72,29.8335,48.42,333.92,343.46,222.03,115.51,133.28,111.03
2021-06-18 12:30:00,416.55,416.94,414.7,415.0,126211.49,415.977,62657,418.399,423.8286,412.9694,417.1252,30.5283,414.7,415.01,414.7,415.79,164.9,35.88,50.95,103.04,81.04,93.0,5.17,72.76,58.04,60.66,87.41,46.12,26.71,29.8,48.35,332.85,342.62,221.93,115.52,133.22,110.95
2021-06-21 06:30:00,416.8,418.03,415.93,417.86,80949.31,416.837,48758,418.236,423.5229,412.9491,417.1285,46.6437,417.63,417.89,415.79,420.76,166.16,33.85,50.8,104.58,81.22,95.07,5.155,73.09,59.32,61.64,87.53,46.15,26.55,28.27,48.51,336.12,342.58,224.49,115.15,134.04,111.3
2021-06-21 07:00:00,417.88,419.21,417.81,419.09,60933.31,418.558,37538,418.078,423.0554,413.1006,417.1351,51.8201,418.84,419.11,415.79,420.76,166.78,33.17,50.95,105.75,81.63,95.76,5.11,73.32,59.41,61.88,87.55,46.16,26.58,27.635,49.06,337.63,342.14,225.79,115.17,134.19,111.4
2021-06-21 07:30:00,419.08,420.26,419.07,420.03,46227.09,419.707,28974,417.97,422.672,413.268,417.1425,55.3826,419.99,420.08,415.79,420.76,166.86,33.05,50.35,105.72,81.79,95.69,5.1,73.06,59.86,61.96,87.56,46.19,26.57,27.91,48.93,338.12,343.56,226.06,115.25,134.1,111.42
2021-06-21 08:00:00,420.03,420.17,419.67,419.86,31131.06,419.939,19234,417.852,422.2286,413.4754,417.1472,54.5963,419.68,419.9,415.79,420.76,166.97,32.42,50.25,105.48,81.81,95.11,5.155,72.88,59.95,61.71,87.53,46.18,26.58,27.64,48.99,337.81,343.77,225.97,115.29,134.22,111.36
2021-06-21 08:30:00,419.87,420.39,419.81,420.18,27596.39,420.165,16238,417.7705,421.9032,413.6378,417.1518,55.8664,420.08,420.32,415.79,420.76,166.95,32.12,50.15,105.19,81.94,95.48,5.05,73.06,60.11,61.71,87.56,46.2,26.58,27.6,49.2,337.93,343.97,226.49,115.24,134.22,111.35
2021-06-21 09:00:00,420.19,420.34,419.83,420.01,15103.78,420.095,9814,417.6415,421.298,413.985,417.1542,54.9864,419.99,420.08,415.79,420.76,166.92,32.23,50.15,105.58,82.05,95.34,5.05,73.06,60.21,61.62,87.56,46.19,26.59,27.66,49.22,337.91,343.95,226.44,115.28,134.21,111.36
2021-06-21 09:30:00,420.02,420.2,419.86,419.89,16223.61,420.006,10118,417.5375,420.7918,414.2832,417.1566,54.3358,419.68,419.9,415.79,420.76,166.92,32.33,50.25,105.67,82.11,95.29,5.05,73.14,60.05,61.54,87.55,46.19,26.59,27.28,49.28,337.92,343.79,226.8,115.24,134.39,111.46
2021-06-21 10:00:00,419.89,420.21,419.8,420.13,13526.27,420.021,8742,417.6825,421.1222,414.2428,417.1589,55.4706,420.08,420.32,415.79,420.76,166.88,32.12,50.2,105.91,82.24,95.62,5.05,73.39,60.06,61.79,87.56,46.18,26.59,27.615,49.36,338.38,343.9,226.9,115.23,134.33,111.44
2021-06-21 10:30:00,420.14,420.99,420.14,420.75,27608.49,420.668,14579,417.887,421.539,414.235,417.1643,58.3503,420.49,420.76,415.79,420.76,166.9,31.86,49.9,106.29,82.45,96.0,5.18,73.4,59.95,61.86,87.58,46.19,26.6,27.66,49.34,338.88,344.43,226.89,115.21,134.33,111.44
2021-06-21 11:00:00,420.75,420.91,420.49,420.59,22704.3,420.687,13650,418.107,421.8525,414.3615,417.1686,57.3201,420.49,420.76,415.79,420.76,167.0,31.94,49.95,106.3,82.3,95.92,5.18,73.37,60.17,61.91,87.56,46.19,26.6,27.79,49.38,338.44,344.46,227.05,115.23,134.39,111.38
2021-06-21 11:30:00,420.58,420.76,420.36,420.64,21143.89,420.529,13684,418.356,422.0798,414.6322,417.1726,57.5722,420.49,420.76,415.79,420.76,166.98,31.99,50.0,106.35,82.32,95.96,5.18,73.33,60.12,61.83,87.56,46.19,26.63,28.06,49.35,338.48,344.3,227.23,115.19,134.41,111.39
2021-06-21 12:00:00,420.64,420.95,420.32,420.64,30409.01,420.645,19013,418.5495,422.3254,414.7736,417.1784,57.5722,420.49,420.76,415.79,420.76,166.9,31.96,50.2,106.19,82.23,95.81,5.0642,73.31,60.09,61.82,87.55,46.19,26.63,27.87,49.35,338.76,343.87,226.58,115.16,134.39,111.4
2021-06-21 12:30:00,420.64,421.06,420.34,420.85,106038.55,420.713,49187,418.729,422.5831,414.8749,417.1996,58.7588,420.76,420.99,420.76,421.97,166.93,32.5,50.0,106.06,82.09,95.87,5.0642,73.54,59.6,61.83,87.59,46.2,26.63,27.7,49.35,338.75,344.31,226.87,115.16,134.37,111.41
2021-06-22 06:30:00,420.85,421.14,420.16,420.4,51211.44,420.63,29799,418.913,422.7169,415.1091,417.2085,55.1965,420.38,420.43,415.79,420.76,166.23,32.6,49.8,105.31,82.25,95.7,5.1,74.08,60.79,61.61,87.53,46.15,26.45,25.28,49.43,337.74,344.69,225.04,115.11,134.03,111.27
2021-06-22 07:00:00,420.42,421.38,420.08,421.25,38752.49,420.866,23177,419.1515,422.9133,415.3897,417.217,60.1152,421.25,421.37,420.76,421.97,166.41,31.7,49.6,105.76,82.73,95.54,5.01,74.39,61.33,61.66,87.57,46.16,26.5,25.57,49.57,338.33,345.32,225.67,115.23,134.03,111.31
2021-06-22 07:30:00,421.27,421.89,421.21,421.87,27794.95,421.516,15948,419.413,423.1672,415.6588,417.224,63.2817,421.41,422.02,420.76,421.97,166.61,31.25,49.55,106.41,82.97,96.01,5.06,74.56,61.58,61.76,87.56,46.17,26.51,26.12,49.41,339.07,345.38,226.19,115.26,134.24,111.24
2021-06-22 08:00:00,421.88,422.63,421.76,422.43,29872.86,422.291,17038,419.6945,423.467,415.922,417.2324,65.914,422.31,422.62,421.97,422.72,166.38,31.05,49.15,106.33,83.14,96.23,5.05,74.69,61.55,61.96,87.57,46.18,26.52,26.9335,49.33,339.36,346.28,226.64,115.28,134.24,111.29
2021-06-22 08:30:00,422.44,422.55,421.98,422.03,16669.3,422.242,10116,420.0025,423.4692,416.5358,417.2367,62.4691,422.02,422.14,421.97,422.72,166.3,31.16,49.25,105.96,83.02,96.04,5.08,74.64,61.39,61.87,87.55,46.18,26.52,27.02,49.34,338.85,346.08,226.06,115.33,134.24,111.31
2021-06-22 09:00:00,422.05,422.48,422.05,422.46,15763.98,422.298,9207,420.298,423.5372,417.0588,417.2411,64.6103,422.31,422.62,421.97,422.72,166.58,30.72,48.95,106.11,83.08,95.88,5.05,74.51,61.36,61.92,87.59,46.18,26.54,27.96,49.35,339.07,346.81,226.6,115.3,134.24,111.34
2021-06-22 09:30:00,422.45,422.47,422.18,422.3,11542.28,422.325,6640,420.663,422.9318,418.3942,417.2442,63.1663,422.14,422.31,421.97,422.72,166.46,30.64,49.0,106.28,83.12,95.6,5.05,74.35,61.27,61.85,87.56,46.18,26.55,28.18,49.27,338.87,346.64,226.12,115.33,134.37,111.56
2021-06-22 10:00:00,422.28,422.54,422.13,422.41,13879.16,422.343,8154,420.8905,422.8854,418.8956,417.2481,63.7659,422.31,422.62,421.97,422.72,166.4,30.87,49.0,106.51,83.02,95.55,5.05,74.41,61.38,61.85,87.58,46.18,26.54,27.95,49.31,339.06,346.51,226.38,115.33,134.37,111.56
2021-06-22 10:30:00,422.42,422.48,422.33,422.41,11833.11,422.418,7348,421.0565,422.9755,419.1375,417.2514,63.7659,422.31,422.62,421.97,422.72,166.46,30.93,49.0,106.43,83.12,95.58,5.045,74.28,61.31,61.84,87.57,46.17,26.55,28.05,49.32,339.13,346.63,226.78,115.28,134.37,111.58
2021-06-22 11:00:00,422.41,422.63,422.23,422.48,23713.04,422.394,14939,421.179,423.1328,419.2252,417.2581,64.196,422.31,422.62,421.97,422.72,166.52,30.74,49.0,106.61,83.15,95.71,5.045,74.36,61.36,61.87,87.57,46.16,26.53,28.44,49.41,339.28,346.56,227.08,115.29,134.37,111.62
2021-06-22 11:30:00,422.48,423.02,422.43,422.92,22402.35,422.761,13610,421.332,423.3275,419.3365,417.2649,66.8593,422.92,422.98,422.82,425.46,166.64,30.49,48.85,106.69,83.09,95.7,5.08,74.38,61.25,61.89,87.59,46.16,26.56,28.48,49.47,339.47,347.03,227.07,115.34,134.37,111.64
2021-06-22 12:00:00,422.93,424.0,422.91,423.82,41012.6,423.503,22497,421.514,423.7099,419.3181,417.2793,71.525,423.6,424.0,422.82,425.46,166.51,30.23,48.45,106.8,83.27,96.23,5.36,74.46,61.56,61.91,87.65,46.17,26.58,28.13,49.47,340.3,347.91,228.15,115.32,134.37,111.7
2021-06-22 12:30:00,423.82,423.96,422.99,423.06,93891.71,423.316,47741,421.6665,423.847,419.486,417.3082,63.407,423.02,423.12,422.82,425.46,166.26,30.0,48.55,106.4,83.13,95.68,5.23,74.21,61.31,61.63,87.65,46.17,26.59,28.01,49.41,339.47,347.52,228.04,115.39,134.55,111.65
2021-06-23 06:30:00,423.15,423.8,423.05,423.64,49039.9,423.456,26662,421.854,424.0361,419.6719,417.3247,66.5292,423.6,424.0,422.82,425.46,167.97,29.16,48.1,107.56,84.42,97.63,5.08,74.13,61.47,61.55,87.73,46.18,26.81,28.96,50.05,339.4,348.69,228.7,115.31,135.0,111.82
2021-06-23 07:00:00,423.64,424.05,423.28,423.66,34467.02,423.744,19466,422.0305,424.1973,419.8637,417.3363,66.6349,423.6,424.0,422.82,425.46,167.78,28.8,48.15,107.28,84.31,97.68,5.3798,74.47,61.42,61.55,87.71,46.21,26.82,29.0,50.03,339.45,348.56,229.39,115.3,135.02,111.86
2021-06-23 07:30:00,423.67,423.71,423.26,423.58,20796.51,423.443,12228,422.172,424.3554,419.9886,417.3431,65.7404,423.54,423.6,422.82,425.46,167.53,28.86,48.4,107.17,84.02,97.55,5.43,74.46,61.37,61.65,87.72,46.24,26.78,28.95,49.94,339.6,347.98,229.18,115.3,135.02,111.72
2021-06-23 08:00:00,423.58,423.71,422.93,423.21,23128.95,423.209,13061,422.303,424.4038,420.2022,417.3503,61.6207,423.19,423.25,422.82,425.46,167.24,29.27,48.45,106.76,83.89,97.39,5.43,74.17,61.47,61.52,87.7,46.23,26.76,28.7205,49.98,339.3,347.83,229.02,115.21,134.66,111.67
2021-06-23 08:30:00,423.22,423.37,422.92,423.3,13540.28,423.151,8397,422.436,424.4331,420.4389,417.3546,62.2405,423.25,423.54,422.82,425.46,167.24,29.16,48.3,106.79,83.92,97.16,5.43,74.3,61.51,61.43,87.71,46.22,26.77,28.71,49.91,339.2,348.19,228.57,115.22,134.66,111.68
2021-06-23 09:00:00,423.29,423.46,423.2,423.39,12935.28,423.362,5331,422.5735,424.4308,420.7162,417.3587,62.8861,423.25,423.54,422.82,425.46,167.18,28.89,48.4,106.77,83.85,97.16,5.19,74.26,61.65,61.36,87.75,46.22,26.77,28.99,49.93,339.25,347.98,229.31,115.19,134.81,111.67
2021-06-23 09:30:00,423.39,423.39,422.69,423.15,17437.31,423.055,10090,422.6885,424.3823,420.9947,417.364,59.9431,423.12,423.16,422.82,425.46,166.92,29.23,48.6,106.37,83.7,96.75,5.19,74.16,61.48,61.35,87.73,46.2,26.76,28.8,49.67,339.15,347.59,229.11,115.14,134.72,111.58
2021-06-23 10:00:00,423.16,423.59,423.07,423.54,13278.18,423.37,7879,422.8455,424.2123,421.4787,417.3684,62.9753,423.54,423.6,422.82,425.46,166.9,28.95,48.35,106.44,83.9,96.88,5.19,74.21,61.54,61.48,87.72,46.23,26.78,28.7485,49.73,339.33,348.1,229.72,115.17,134.68,111.53
2021-06-23 10:30:00,423.54,423.6,423.37,423.56,12951.91,423.502,7215,422.961,424.1475,421.7745,417.3726,63.1295,423.54,423.6,422.82,425.46,166.86,28.86,48.35,106.84,83.84,96.98,5.19,74.22,61.59,61.49,87.71,46.22,26.8,28.78,49.72,339.38,348.1,229.88,115.18,134.76,111.59
2021-06-23 11:00:00,423.56,423.57,423.21,423.25,17797.28,423.361,9640,423.03,424.1104,421.9496,417.3781,59.0275,423.25,423.54,422.82,425.46,166.7,28.91,48.5,106.69,83.78,97.01,5.19,74.18,61.85,61.59,87.7,46.23,26.79,28.35,49.65,339.19,347.73,229.41,115.19,134.75,111.57
2021-06-23 11:30:00,423.25,423.44,423.18,423.37,11676.45,423.309,6962,423.077,424.1304,422.0236,417.3818,60.1081,423.25,423.54,422.82,425.46,166.5,28.93,48.4,106.86,83.7,97.0,5.1886,74.12,61.65,61.49,87.7,46.23,26.79,28.155,49.67,339.22,348.07,229.43,115.18,134.75,111.57
2021-06-23 12:00:00,423.37,423.82,423.19,423.71,16083.08,423.468,10315,423.161,424.1317,422.1903,417.3871,63.0791,423.6,424.0,422.82,425.46,166.24,28.7,48.25,106.68,83.61,96.87,5.39,74.14,61.67,61.57,87.7,46.23,26.8,28.01,49.75,339.62,348.34,229.67,115.17,134.75,111.46
2021-06-23 12:30:00,423.7,423.73,422.51,422.6,84806.63,422.92,43267,423.168,424.1202,422.2158,417.4103,49.9894,422.31,422.62,421.97,422.72,166.17,29.14,48.5,106.26,83.72,95.97,5.39,73.82,61.29,61.26,87.61,46.23,26.77,27.79,49.72,338.75,347.66,228.79,115.14,134.65,111.47
2021-06-24 06:30:00,424.89,425.29,424.72,424.92,41672.85,424.99,22739,423.299,424.4397,422.1583,417.4267,65.9115,424.85,425.01,422.82,425.46,166.98,28.13,47.35,106.8,84.32,96.12,5.39,73.8,61.21,61.41,87.75,46.26,26.84,28.905,49.53,341.31,350.42,229.67,115.26,134.29,111.67
2021-06-24 07:00:00,424.93,425.47,424.73,425.47,27546.36,425.114,16058,423.452,424.8635,422.0405,417.4382,68.4741,425.46,425.52,425.46,428.86,166.99,28.05,47.15,106.83,84.65,96.84,5.39,74.21,61.45,61.62,87.77,46.26,26.85,28.92,49.6,341.5,351.03,230.21,115.18,134.32,111.66
2021-06-24 07:30:00,425.48,425.53,424.97,425.0,21563.92,425.302,13106,423.5815,425.0604,422.1026,417.4467,64.0435,424.85,425.01,422.82,425.46,166.48,28.22,47.3,106.56,84.39,96.85,5.3874,74.1,61.46,61.58,87.75,46.26,26.84,28.92,49.82,341.1,350.67,230.04,115.18,134.03,111.48
2021-06-24 08:00:00,425.01,425.19,424.8,424.97,12271.63,424.993,7999,423.706,425.212,422.2,417.4515,63.76,424.85,425.01,422.82,425.46,166.47,28.24,47.2,106.84,84.58,96.65,5.3874,74.26,61.48,61.69,87.71,46.26,26.86,29.35,49.76,341.12,350.84,230.39,115.12,134.08,111.48
2021-06-24 08:30:00,424.98,425.08,424.62,424.78,15554.97,424.864,9693,423.799,425.3289,422.2691,417.4575,61.8908,424.63,424.8,422.82,425.46,166.46,28.13,47.15,106.89,84.57,96.81,5.3671,74.01,61.34,61.68,87.72,46.26,26.84,29.1,49.77,340.98,350.84,230.51,115.14,134.19,111.53
2021-06-24 09:00:00,424.78,425.16,424.76,424.97,16729.37,425.006,7419,423.8565,425.4695,422.2435,417.464,63.0571,424.85,425.01,422.82,425.46,166.47,28.17,47.1,107.01,84.56,96.51,5.382,73.97,60.99,61.63,87.72,46.25,26.84,28.945,49.74,341.0,351.07,230.62,115.16,134.19,111.53
2021-06-24 09:30:00,424.97,425.34,424.87,425.19,16120.82,425.132,10242,423.963,425.6318,422.2942,417.4705,64.4151,425.01,425.38,422.82,425.46,166.3,28.17,47.5,107.57,84.9,98.71,5.265,74.1,61.15,61.91,87.73,46.25,26.88,29.3,49.7,342.02,350.21,230.73,115.1,134.24,111.5
2021-06-24 10:00:00,425.2,425.53,424.92,425.06,20680.2,425.232,11332,424.034,425.7616,422.3064,417.4786,62.9427,425.01,425.38,422.82,425.46,166.29,28.35,47.55,107.47,84.87,98.28,5.265,73.97,61.17,61.76,87.75,46.23,26.88,29.5335,49.77,341.85,350.05,230.79,115.1,134.24,111.5
2021-06-24 10:30:00,425.05,425.17,424.77,425.13,13362.94,424.999,8592,424.1075,425.8895,422.3255,417.4839,63.4275,425.01,425.38,422.82,425.46,166.2,28.17,47.6,107.3,85.06,99.01,5.265,73.97,61.21,61.84,87.76,46.25,26.87,29.75,49.81,342.14,349.82,231.12,115.15,134.27,111.53
